"Population estimates, July 1, by census subdivision, 2021 boundaries 1 2 3 4 5 6 7"
"Frequency: Annual"
"Table: 17-10-0155-01"
"Release date: 2025-01-16"
"Geography: Canada, Province or territory, Census subdivision"
""
""

"Geography","2024"
,"Persons"
"Nicolet (V), Quebec","8,780"
"Sainte-Brigitte-de-Laval (V), Quebec","8,988"
"Sainte-Catherine-de-la-Jacques-Cartier (V), Quebec","9,444"
"Otterburn Park (V), Quebec","9,249"
"Delson (V), Quebec","8,567"
"Boischatel (MÉ), Quebec","8,987"
"La Malbaie (V), Quebec","8,443"
"Lac-Beauport (MÉ), Quebec","8,444"
"Chelsea (MÉ), Quebec","8,952"
"Saint-Apollinaire (MÉ), Quebec","9,024"
"Rigaud (V), Quebec","8,187"
"Saint-Philippe (V), Quebec","8,457"
"Acton Vale (V), Quebec","7,962"
"Donnacona (V), Quebec","7,806"
"Coteau-du-Lac (V), Quebec","7,732"
"Chandler (V), Quebec","7,420"
"Baie-Saint-Paul (V), Quebec","7,784"
"La Sarre (V), Quebec","7,212"
"Louiseville (V), Quebec","7,539"
"Brownsburg-Chatham (V), Quebec","8,148"
"Shefford (CT), Quebec","7,672"
"Chibougamau (V), Quebec","7,325"
"Les Cèdres (MÉ), Quebec","7,186"
"Val-des-Sources (V), Quebec","7,367"
"Saint-Joseph-du-Lac (MÉ), Quebec","7,361"
"Hampstead (V), Quebec","7,565"
"Saint-Félix-de-Valois (MÉ), Quebec","7,437"
"Saint-Lambert-de-Lauzon (MÉ), Quebec","7,181"
"Saint-Calixte (MÉ), Quebec","7,567"
"Saint-Paul (MÉ), Quebec","7,122"
"Port-Cartier (V), Quebec","6,511"
"Shannon (V), Quebec","6,979"
"Saint-Honoré (V), Quebec","6,889"
"Plessisville (V), Quebec","6,786"
"Mont-Joli (V), Quebec","6,465"
"Charlemagne (V), Quebec","6,679"
"Pointe-Calumet (MÉ), Quebec","6,410"
"Princeville (V), Quebec","6,418"
"Beauceville (V), Quebec","6,253"
"Pontiac (MÉ), Quebec","6,479"
"L'Ange-Gardien (MÉ), Les Collines-de-l'Outaouais, Quebec","6,895"
"Notre-Dame-du-Mont-Carmel (PE), Quebec","6,527"
"Sainte-Anne-des-Monts (V), Quebec","6,161"
"Saint-Césaire (V), Quebec","6,156"
"Amqui (V), Quebec","6,116"
"McMasterville (MÉ), Quebec","6,136"
"Lac-Brome (V), Quebec","6,286"
"Saint-Pie (V), Quebec","6,043"
"Saint-Henri (MÉ), Quebec","6,016"
"Verchères (MÉ), Quebec","5,819"
"Richelieu (V), Quebec","5,986"
"Lac-Mégantic (V), Quebec","5,910"
"Sainte-Martine (MÉ), Quebec","5,876"
"Les Coteaux (MÉ), Quebec","6,113"
"Val-David (VL), Quebec","5,849"
"Saint-Roch-de-l'Achigan (MÉ), Quebec","5,691"
"Hudson (V), Quebec","5,543"
"Cookshire-Eaton (V), Quebec","5,461"
"Chertsey (MÉ), Quebec","5,582"
"Windsor (V), Quebec","5,328"
"Saint-Boniface (MÉ), Quebec","5,326"
"Lanoraie (MÉ), Quebec","5,584"
"Montréal-Ouest (V), Quebec","5,363"
"Chisasibi (TC), Quebec","5,297"
"Sainte-Anne-de-Bellevue (V), Quebec","5,487"
"Orford (CT), Quebec","5,657"
"Témiscouata-sur-le-Lac (V), Quebec","5,168"
"Saint-Joseph-de-Beauce (V), Quebec","5,288"
"Census subdivisions with population under 5,000, Quebec","1,341,065"
"Ontario","16,124,116"
"Census subdivisions with 5,000-plus population, Ontario","15,691,480"
"Toronto (C), Ontario","3,273,119"
"Ottawa (CV), Ontario","1,153,843"
"Mississauga (CY), Ontario","780,747"
"Brampton (CY), Ontario","791,486"
"Hamilton (C), Ontario","632,111"
"London (CY), Ontario","488,640"
"Markham (CY), Ontario","368,110"
"Vaughan (CY), Ontario","353,648"
"Kitchener (CY), Ontario","320,360"
"Windsor (CY), Ontario","266,309"
"Oakville (T), Ontario","238,716"
"Richmond Hill (T), Ontario","219,094"
"Burlington (CY), Ontario","197,351"
"Oshawa (CY), Ontario","207,408"
"Greater Sudbury / Grand Sudbury (CV), Ontario","186,337"
"Barrie (CY), Ontario","169,419"
"Guelph (CY), Ontario","159,360"
"Whitby (T), Ontario","158,855"
"Cambridge (CY), Ontario","163,208"
"St. Catharines (CY), Ontario","152,958"
"Milton (T), Ontario","152,817"
"Kingston (CY), Ontario","148,869"
"Ajax (T), Ontario","138,843"
"Waterloo (CY), Ontario","144,161"
"Thunder Bay (CY), Ontario","117,100"
"Brantford (CY), Ontario","120,372"
"Chatham-Kent (MU), Ontario","111,368"
"Clarington (MU), Ontario","113,564"
"Pickering (CY), Ontario","113,385"
"Niagara Falls (CY), Ontario","111,793"
"Newmarket (T), Ontario","95,144"
"Peterborough (CY), Ontario","96,058"
"Kawartha Lakes (CY), Ontario","84,988"
"Caledon (T), Ontario","90,631"
"Sarnia (CY), Ontario","80,264"
"Sault Ste. Marie (CY), Ontario","80,740"
"Norfolk County (CY), Ontario","71,813"
"Halton Hills (T), Ontario","68,042"
"Aurora (T), Ontario","67,828"
"Welland (CY), Ontario","63,874"
"Belleville (CY), Ontario","61,725"
"North Bay (CY), Ontario","61,709"
"Whitchurch-Stouffville (T), Ontario","56,878"
"Haldimand County (CY), Ontario","57,032"
"Cornwall (CY), Ontario","52,465"
"Georgina (T), Ontario","52,829"
"Woodstock (CY), Ontario","53,583"
"Quinte West (CY), Ontario","50,214"
"New Tecumseth (T), Ontario","49,507"
"Innisfil (T), Ontario","49,298"
"Bradford West Gwillimbury (T), Ontario","50,121"
"St. Thomas (CY), Ontario","47,818"
"Timmins (CY), Ontario","44,940"
"Lakeshore (T), Ontario","45,043"
"Brant (CY), Ontario","46,512"
"East Gwillimbury (T), Ontario","42,054"
"Orillia (CY), Ontario","36,588"
"Stratford (CY), Ontario","35,787"
"Fort Erie (T), Ontario","36,945"
"LaSalle (T), Ontario","36,508"
"Centre Wellington (TP), Ontario","34,341"
"Orangeville (T), Ontario","32,048"
"Leamington (MU), Ontario","34,245"
"Grimsby (T), Ontario","31,578"
"King (TP), Ontario","29,319"
"Woolwich (TP), Ontario","31,080"
"Clarence-Rockland (C), Ontario","29,351"
"Lincoln (T), Ontario","28,634"
"Prince Edward County (CY), Ontario","26,868"
"Wasaga Beach (T), Ontario","28,133"
"Collingwood (T), Ontario","27,950"
"Thorold (CY), Ontario","27,313"
"Strathroy-Caradoc (MU), Ontario","27,265"
"Amherstburg (T), Ontario","26,889"
"Tecumseh (T), Ontario","25,771"
"Essa (TP), Ontario","24,975"
"Oro-Medonte (TP), Ontario","24,964"
"Kingsville (T), Ontario","25,206"
"Brockville (CY), Ontario","23,365"
"Springwater (TP), Ontario","24,549"
"Scugog (TP), Ontario","23,747"
"Owen Sound (CY), Ontario","23,329"
"Uxbridge (TP), Ontario","22,786"
"Wilmot (TP), Ontario","22,977"
"Essex (T), Ontario","23,716"
"Huntsville (T), Ontario","23,478"
"Cobourg (T), Ontario","20,794"
"South Frontenac (TP), Ontario","21,802"
"Port Colborne (CY), Ontario","21,830"
"Russell (TP), Ontario","23,050"
"Niagara-on-the-Lake (T), Ontario","20,254"
"Middlesex Centre (MU), Ontario","21,833"
"Selwyn (TP), Ontario","20,723"
"Petawawa (T), Ontario","19,462"
"Pelham (T), Ontario","19,855"
"Tillsonburg (T), Ontario","20,773"
"North Grenville (MU), Ontario","19,773"
"Loyalist (TP), Ontario","19,455"
"Midland (T), Ontario","19,318"
"Bracebridge (T), Ontario","18,664"
"Port Hope (MU), Ontario","18,651"
"Greater Napanee (T), Ontario","17,714"
"Saugeen Shores (T), Ontario","17,755"
"North Perth (MU), Ontario","17,914"
"West Lincoln (TP), Ontario","16,702"
"Kenora (CY), Ontario","15,845"
"Clearview (TP), Ontario","16,038"
"Mississippi Mills (T), Ontario","16,907"
"St. Clair (TP), Ontario","15,755"
"Severn (TP), Ontario","15,973"
"West Nipissing / Nipissing Ouest (M), Ontario","16,572"
"Pembroke (CY), Ontario","15,263"
"Thames Centre (MU), Ontario","15,157"
"Guelph/Eramosa (TP), Ontario","14,844"
"Ingersoll (T), Ontario","14,833"
"Trent Hills (MU), Ontario","15,241"
"Central Elgin (MU), Ontario","15,189"
"South Stormont (TP), Ontario","14,650"
"The Nation / La Nation (M), Ontario","14,767"
"South Glengarry (TP), Ontario","14,865"
"Gravenhurst (T), Ontario","14,453"
"West Grey (MU), Ontario","14,412"
"Tiny (TP), Ontario","13,557"
"Brock (TP), Ontario","13,883"
"Perth East (TP), Ontario","13,303"
"Carleton Place (T), Ontario","13,717"
"Wellington North (TP), Ontario","14,048"
"Kincardine (MU), Ontario","13,092"
"Brighton (MU), Ontario","13,293"
"Erin (T), Ontario","12,733"
"Lambton Shores (MU), Ontario","13,039"
"North Dundas (TP), Ontario","12,661"
"Meaford (MU), Ontario","12,318"
"Norwich (TP), Ontario","12,452"
"Wellesley (TP), Ontario","12,371"
"Elliot Lake (CY), Ontario","12,400"
"Tay (TP), Ontario","12,232"
"Georgian Bluffs (TP), Ontario","11,784"
"Hamilton (TP), Ontario","12,095"
"Adjala-Tosorontio (TP), Ontario","11,825"
"South Dundas (MU), Ontario","11,824"
"Mapleton (TP), Ontario","11,542"
"Rideau Lakes (TP), Ontario","12,244"
"North Dumfries (TP), Ontario","12,718"
"Grey Highlands (MU), Ontario","11,545"
"Ramara (TP), Ontario","11,493"
"Hawkesbury (T), Ontario","10,756"
"North Glengarry (TP), Ontario","10,909"
"Penetanguishene (T), Ontario","10,921"
"Cavan Monaghan (TP), Ontario","11,585"
"South Huron (MU), Ontario","10,967"
"Alfred and Plantagenet (TP), Ontario","10,832"
"Leeds and the Thousand Islands (TP), Ontario","10,218"
"Brockton (MU), Ontario","10,608"
"Temiskaming Shores (CY), Ontario","10,261"
"Arnprior (T), Ontario","11,264"
"Huron East (MU), Ontario","10,196"
"Elizabethtown-Kitley (TP), Ontario","10,047"
"Laurentian Valley (TP), Ontario","9,946"
"Mono (T), Ontario","10,081"
"The Blue Mountains (T), Ontario","11,157"
"Malahide (TP), Ontario","10,036"
"Smiths Falls (T), Ontario","10,446"
"Minto (T), Ontario","10,076"
"South Bruce Peninsula (T), Ontario","9,835"
"Shelburne (T), Ontario","10,538"
"Beckwith (TP), Ontario","9,869"
"West Perth (MU), Ontario","9,664"
"Southgate (TP), Ontario","10,924"
"Zorra (TP), Ontario","9,441"
"Champlain (TP), Ontario","9,164"
"Plympton-Wyoming (T), Ontario","9,377"
"Renfrew (T), Ontario","8,682"
"Drummond/North Elmsley (TP), Ontario","9,262"
"Kapuskasing (T), Ontario","8,790"
"Hanover (T), Ontario","8,453"
"Puslinch (TP), Ontario","8,569"
"East Zorra-Tavistock (TP), Ontario","8,621"
"Goderich (T), Ontario","8,063"
"Stone Mills (TP), Ontario","8,645"
"Central Huron (MU), Ontario","8,628"
"Kirkland Lake (T), Ontario","8,081"
"Huron-Kinloss (TP), Ontario","8,412"
"Aylmer (T), Ontario","8,146"
"St. Marys (T), Ontario","8,287"
"South-West Oxford (TP), Ontario","8,010"
"Muskoka Lakes (TP), Ontario","8,392"
"Douro-Dummer (TP), Ontario","8,438"
"McNab/Braeside (TP), Ontario","8,316"
"Blandford-Blenheim (TP), Ontario","8,263"
"Bluewater (MU), Ontario","8,370"
"Edwardsburgh/Cardinal (TP), Ontario","7,847"
"Fort Frances (T), Ontario","7,701"
"Alnwick/Haldimand (TP), Ontario","8,540"
"Kenora, Unorganized (NO), Ontario","7,926"
"Dryden (CY), Ontario","7,802"
"North Stormont (TP), Ontario","8,046"
"Augusta (TP), Ontario","7,722"
"Whitewater Region (TP), Ontario","7,727"
"Dysart et al (MU), Ontario","8,021"
"Bayham (MU), Ontario","7,707"
"Otonabee-South Monaghan (TP), Ontario","7,966"
"Chatsworth (TP), Ontario","7,823"
"Minden Hills (TP), Ontario","7,908"
"Arran-Elderslie (MU), Ontario","7,222"
"Parry Sound (T), Ontario","7,519"
"Wainfleet (TP), Ontario","7,444"
"Cramahe (TP), Ontario","7,084"
"Perth (T), Ontario","6,819"
"Trent Lakes (MU), Ontario","7,275"
"North Middlesex (MU), Ontario","6,825"
"Six Nations (Part) 40 (IRI), Brant, Ontario","6,779"
"Thunder Bay, Unorganized (NO), Ontario","6,722"
"Tweed (MU), Ontario","6,633"
"Algoma, Unorganized, North Part (NO), Ontario","6,758"
"Oliver Paipoonge (MU), Ontario","6,444"
"Petrolia (T), Ontario","6,637"
"South Bruce (MU), Ontario","6,144"
"Southwest Middlesex (MU), Ontario","6,859"
"Tay Valley (TP), Ontario","5,895"
"Sioux Lookout (MU), Ontario","6,090"
"Ashfield-Colborne-Wawanosh (TP), Ontario","6,461"
"Lanark Highlands (TP), Ontario","6,235"
"Lucan Biddulph (TP), Ontario","6,551"
"Cochrane (T), Ontario","5,900"
"Gananoque (T), Ontario","5,598"
"Seguin (TP), Ontario","5,759"
"Espanola (T), Ontario","5,408"
"Havelock-Belmont-Methuen (TP), Ontario","5,748"
"West Elgin (MU), Ontario","5,513"
"North Huron (TP), Ontario","5,519"
"Stirling-Rawdon (TP), Ontario","5,331"
"East Ferris (MU), Ontario","5,851"
"Central Frontenac (TP), Ontario","5,303"
"Southwold (TP), Ontario","5,451"




Footnotes:
1,"Population estimates based on the Standard Geographical Classification (SGC) 2021 as delineated in the 2021 Census."
2,"Census subdivision (CSD) is the general term for municipalities (as determined by provincial/territorial legislation) or areas treated as municipal equivalents for statistical purposes (e.g., Indian reserves, Indian settlements and unorganized territories). Municipal status is defined by laws in effect in each province and territory in Canada. Census subdivisions (CSDs) are classified into <a href="https://www12.statcan.gc.ca/census-recensement/2021/ref/dict/tab/index-eng.cfm?ID=t1_5" rel="external noopener noreferrer" target="_blank">57 types (opens new window)</a> according to official designations adopted by provincial, territorial or federal authorities. Two exceptions are 'subdivision of unorganized' (SNO) in Newfoundland and Labrador, and 'subdivision of county municipality' (SC) in Nova Scotia, which are geographic areas created as equivalents for municipalities by Statistics Canada, in cooperation with those provinces, for the purpose of disseminating statistical data."
3,"Postcensal estimates are based on the latest census counts adjusted for census net undercoverage (including adjustment for incompletely enumerated reserves and settlements) and on the estimated population growth that occurred since that census, as calculated using fiscal data. Intercensal estimates are based on postcensal estimates and census counts adjusted of the censuses preceding and following the considered year. Population estimates for census subdivisions (CSDs) in Quebec are provided by "l'Institut de la statistique du Québec". Population estimates for CSDs in Alberta are provided by Alberta’s Office of Statistics and Information (OSI) in current geography for July 1, 2016 and after. They are converted to the appropriate standard geographical classification using geographical relationships provided by the OSI. Due to this geographical difference, small discrepancies may exist between CSD populations released by Statistics Canada for Alberta and those found directly on the <a href="https://www.alberta.ca/office-statistics-information.aspx" rel="external noopener noreferrer" target="_blank">OSI’s website (opens new window)</a>. CSD population estimates for Alberta prior to July 1, 2016 are produced using the same method adopted for provinces and territories that do not provide their own estimates. Territorial-level population estimates for Yukon are produced by Statistics Canada, while census subdivision population estimates are supplied by the <a href="https://yukon.ca/en/bureau-of-statistics" rel="external noopener noreferrer" target="_blank">Yukon Bureau of Statistics (opens new window)</a> for July 1, 2019 and after. Variations in total population estimates at the territorial level between both sources are due to methodological differences. Population estimates for CSDs in Yukon prior to July 1, 2019 are not shown in this table and can be found on the <a href="https://yukon.ca/en/bureau-of-statistics" rel="external noopener noreferrer" target="_blank">Yukon Bureau of Statistics website (opens new window)</a>. Population estimates for census subdivisions in Northwest Territories are provided by the <a href="https://www.statsnwt.ca/index.html" rel="external noopener noreferrer" target="_blank">Northwest Territories Bureau of Statistics (opens new window)</a> for July 1, 2001 and after, excluding unorganized regions. Variations in total population estimates at the census division level between these and those produced by Statistics Canada are due to methodological differences."
4,"Population estimates as of July 1 are final intercensal up to 2020, final postcensal for 2021, updated postcensal for 2022 and 2023, and preliminary postcensal for 2024."
5,"In order to categorize CSDs by population size (5,000-plus; under 5,000), population estimates as of July 1, 2021 are used. Moreover, within each category, CSDs are presented in ascending order on the basis of their population as of July 1, 2021."
6,"Population estimates by age and gender for census subdivisions are available upon request as a custom cost-recovery product by contacting the Centre for Demography client services mailbox (statcan.demography-demographie.statcan@statcan.gc.ca)."
7,"This table replaces table 17100142."



"How to cite: Statistics Canada. Table 17-10-0155-01  Population estimates, July 1, by census subdivision, 2021 boundaries"
https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1710015501
